pmid,title,abstract,include/exclude
24630419,Alvimopan accelerates gastrointestinal recovery after radical cystectomy: a multicenter randomized placebo-controlled trial.,"BACKGROUND: Radical cystectomy (RC) for bladder cancer is frequently associated with delayed gastrointestinal (GI) recovery that prolongs hospital length of stay (LOS). OBJECTIVE: To assess the efficacy of alvimopan to accelerate GI recovery after RC. DESIGN, SETTING, AND PARTICIPANTS: We conducted a randomized double-blind placebo-controlled trial in patients undergoing RC and receiving postoperative intravenous patient-controlled opioid analgesics. INTERVENTION: Oral alvimopan 12 mg (maximum: 15 inpatient doses) versus placebo. OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: The two-component primary end point was time to upper (first tolerance of solid food) and lower (first bowel movement) GI recovery (GI-2). Time to discharge order written, postoperative LOS, postoperative ileus (POI)-related morbidity, opioid consumption, and adverse events (AEs) were evaluated. An independent adjudication of cardiovascular AEs was performed. RESULTS AND LIMITATIONS: Patients were randomized to alvimopan (n=143) or placebo (n=137); 277 patients were included in the modified intention-to-treat population. The alvimopan cohort experienced quicker GI-2 recovery (5.5 vs 6.8 d; hazard ratio: 1.8; p<0.0001), shorter mean LOS (7.4 vs 10.1 d; p=0.0051), and fewer episodes of POI-related morbidity (8.4% vs 29.1%; p<0.001). The incidence of opioid consumption and AEs or serious AEs (SAEs) was comparable except for POI, which was lower in the alvimopan group (AEs: 7% vs 26%; SAEs: 5% vs 20%, respectively). Cardiovascular AEs occurred in 8.4% (alvimopan) and 15.3% (placebo) of patients (p=0.09). Generalizability may be limited due to the exclusion of epidural analgesia and the inclusion of mostly high-volume centers utilizing open laparotomy. CONCLUSIONS: Alvimopan is a useful addition to a standardized care pathway in patients undergoing RC by accelerating GI recovery and shortening LOS, with a safety profile similar to placebo. PATIENT SUMMARY: This study examined the effects of alvimopan on bowel recovery in patients undergoing radical cystectomy for bladder cancer. Patients receiving alvimopan experienced quicker bowel recovery and had a shorter hospital stay compared with those who received placebo, with comparable safety. TRIAL REGISTRATION: ClinicalTrials.gov identifier NCT00708201.",exclude
21292169,"A randomized, placebo-controlled phase 3 trial (Study SB-767905/012) of alvimopan for opioid-induced bowel dysfunction in patients with non-cancer pain.","UNLABELLED: Gastrointestinal (GI) side effects are common with opioid medication, and constipation affects ∼40% of patients. Such symptoms considerably impair patients' quality of life. Alvimopan is an orally administered, systemically available, peripherally acting mu-opioid receptor (PAM-OR) antagonist approved in the US for short-term, in-hospital management of postoperative ileus in patients undergoing bowel resection. This double-blind, placebo-controlled trial was conducted as part of a recently discontinued clinical program, in which alvimopan was being developed for opioid-induced constipation (OIC). Patients (N = 518) receiving opioids for non-cancer pain were randomized to receive alvimopan .5 mg once daily, alvimopan .5 mg twice daily, or placebo for 12 weeks. The primary efficacy endpoint was the proportion of patients experiencing ≥ 3 spontaneous bowel movements (SBMs; bowel movements with no laxative use in the previous 24 hours) per week over the treatment period and an average increase from baseline of ≥ 1 SBM per week. A significantly greater proportion of patients in the alvimopan .5 mg twice-daily group met the primary endpoint compared with placebo (72% versus 48%, P < .001). Treatment with alvimopan twice daily improved a number of other symptoms compared with placebo and reduced the requirement for rescue laxative use. The opioid-induced bowel dysfunction Symptoms Improvement Scale (SIS) responder rate was 40.4% in the alvimopan .5 mg twice daily group, versus 18.6% with placebo (P < .001). In general, alvimopan .5 mg once daily produced qualitatively similar but numerically smaller responses than twice-daily treatment. Active treatment did not increase the requirement for opioid medication or increase average pain intensity scores. Over the 12-week treatment period, alvimopan appeared to be well tolerated. PERSPECTIVE: These results demonstrate the potential for a PAM-OR antagonist to improve the symptoms of OIC without antagonizing opioid analgesia.",exclude
21292168,"A randomized, placebo-controlled phase 3 trial (Study SB-767905/013) of alvimopan for opioid-induced bowel dysfunction in patients with non-cancer pain.","UNLABELLED: The balance between the pain relief provided by opioid analgesics and the side effects caused by such agents is of particular significance to patients who take opioids for the long-term relief of non-cancer pain. The spectrum of signs and symptoms affecting the gastrointestinal (GI) tract associated with opioid use is known as opioid-induced bowel dysfunction. Alvimopan is an orally administered, systemically available, peripherally acting mu-opioid receptor (PAM-OR) antagonist, approved in the US for the management of postoperative ileus in patients undergoing bowel resection (short-term, in-hospital use only). Alvimopan was under clinical development for long-term treatment of opioid-induced constipation (OIC) but this program has been discontinued. This double-blind, placebo-controlled trial, part of the former OIC development program, enrolled patients (N = 485) receiving opioids for non-cancer pain. Patients were randomized to receive alvimopan .5 mg once daily, alvimopan .5 mg twice daily, or placebo, for 12 weeks. The primary efficacy endpoint was the proportion of patients who experienced ≥ 3 spontaneous bowel movements (SBMs; bowel movements with no laxative use in the previous 24 hours) per week over the treatment period, and an average increase from baseline of ≥ 1 SBM per week. There were greater proportions of SBM responders in both alvimopan treatment groups (63% in both groups) compared with placebo (56%), although these differences were not statistically significant. Secondary efficacy analyses indicated that alvimopan was numerically superior to placebo in improving opioid-induced bowel dysfunction symptoms and patients' global assessment of opioid-induced bowel dysfunction, and reduced the requirement for rescue laxatives. Active treatment was well tolerated and alvimopan did not antagonize opioid analgesia. PERSPECTIVE: Although the primary endpoint was not met in this study, the magnitude of alvimopan-induced improvements versus baseline, together with previous study results, suggest that a PAM-OR antagonist has the potential to improve OIC.",exclude
19597646,Cefepime monotherapy is as effective as ceftriaxone plus amikacin in pediatric patients with cancer and high-risk febrile neutropenia in a randomized comparison.,"BACKGROUND AND PURPOSE: The empirical use of antibiotic therapy is widely accepted for patients with fever and neutropenia during cancer chemotherapy. The use of intravenous monotherapy with broad-spectrum antibiotics in patients at high risk for complications is an appropriate alternative. However, few data are available for pediatric patients. The aim of this study was to compare the efficacy and safety of cefepime (CFP) monotherapy with ceftriaxone plus amikacin (CFT+AK) in children and adolescents with febrile neutropenia (FN). METHODS: A prospective randomized open study of patients with lymphoma or leukemia who had fever and neutropenia during chemotherapy was conducted. Patients were randomized to receive CFP or CFT+AK. The randomization was based on number lists. RESULTS: Fifty seven patients with 125 episodes of fever and neutropenia were evaluated (CFP, 62 episodes; CFT+AK, 63 episodes). The mean neutrophil count at admission to hospital was 118.6 cells/mm(3) for patients in the CFP group and 107 cells/mm(3) for patients in the CFT+AK group. The mean duration of neutropenia was 9 days for the CFP group and 8 days for the CFT+AK group. Analysis of only the first episodes for each patient showed that CFP treatment was successful for 65.5% of episodes and CFT+AK was successful for 64.3% of episodes. The overall rates of success with modification were 90% for the CFP group and 89% for the CFT+AK group. No major treatment-emergent toxicity was reported. CONCLUSION: Monotherapy with CFP seems to be as effective and safe as CFT+AK for initial empirical therapy in children and adolescents with FN.",exclude
21524156,Piperacillin/tazobactam monotherapy versus piperacillin/tazobactam plus amikacin as initial empirical therapy for febrile neutropenia in children with acute leukemia.,"The purpose of this study is to compare the efficacy and safety of piperacillin/tazobactam (PIP/TAZO) versus PIP/TAZO plus amikacin in febrile neutropenic children with acute leukemia (AL). Children with AL who had febrile neutropenic episodes were randomized to treatment with PIP/TAZO versus PIP/TAZO plus amikacin. Modification was defined as addition of other antimicrobials and/or antifungal agents to the empirical therapy. Protocol failure was defined as withdrawal of the empirical regimen and introduction of other antimicrobials due to failure in controlling infection. Seventy-two febrile episodes of 42 patients with a median age of 4.5 years (3.5 months to 19 years) were evaluated. There were 37 and 35 episodes in PIP/TAZO and combination arms, respectively. Success without modification, with modification, protocol failure, duration of treatment were 45.9%, 35.1%, 18.9%, and 10 days in PIP/TAZO arm and 42.9%, 37.1%, 20%, and 12 days in combination arm, respectively (P > .05). There was no significant difference between the empirical therapy arms regarding median duration of neutropenia and defervescence of fever. Empirical therapy was substituted by other drugs in 6 and 5 episodes in PIP/TAZO and combination arms, respectively. There was no infection-related death. There was reversible increase in serum creatinine in 1 episode on the combination arm. Monotherapy with PIP/TAZO was effective and safe for initial empirical treatment of febrile neutropenic episodes in children with AL. However, local bacterial resistance patterns should be considered in daily practice. Combination of amikacin with PIP/TAZO did not improve treatment success, but it may increase nephrotoxicity.",exclude
18484473,Piperacillin/tazobactam plus amikacin versus carbapenem monotherapy as empirical treatment of febrile neutropenia in childhood hematological malignancies.,"A prospective, randomized clinical trial was conducted to compare the efficacy of piperacillin/tazobactam and amikacin combination with carbapenem monotherapy for the empirical treatment of febrile neutropenic episodes of children with acute lymphoblastic leukemia or acute myeloblastic leukemia. Patients aged 2-16 years with hematological malignancies who had febrile neutropenia were randomly assigned to receive piperacillin/tazobactam (80 mg/kg piperacillin/10 mg/kg tazobactam, q6h) combined with amikacin (PTA) (7.5 mg/kg, q12h) or meropenem or imipenem (20 mg/kg, q8h) (C). Response to antimicrobial therapy, evaluated for etiological agents, was measured. Duration of fever, neutropenia, and hospitalization, mortality, and the need for additional antibiotics or antifungal drugs were compared for the treatment success between the two groups. Out of 87 febrile neutropenic episodes that were evaluable for comparison, 46 patients received PTA and 41 patients were treated with carbapenems (imipenem or meropenem). Overall, the microbiologically documented infection rate was 21.9%, with Staphylococcus epidermidis as the most common cause of bacteremia. The rate of treatment modification was 56.5% in the PTA group and 53.6% in the carbapenem group with no statistical difference (p > .05). There was no infection-related mortality during the study period. There was no difference between the two regimens for durations of fever, neutropenia, and hospitalization (p > .05 for all categories). PTA was as effective as carbapenem monotherapy as an initial empirical regimen in febrile neutropenic episodes of pediatric hematological malignancies.",exclude
21745832,"A comparative efficacy of amitriptyline, gabapentin, and pregabalin in neuropathic cancer pain: a prospective randomized double-blind placebo-controlled study.","Neuropathic pain is difficult to diagnose and difficult to treat with certainty. So the aim of the study was to evaluate comparative clinical efficacy of pregabaline with amitriptyline and gabapentin in neuropathic cancer pain. A total of 120 patients with cancer having severe neuropathic cancer pain were enrolled in the study after taking approval from Institutional Ethics Committee and divided in to 4 groups: group AT-amitriptyline, group GB-gabapentin, group PG-pregabalin, and group PL-placebo. Oral morphine was used for rescue analgesic for continued pain. Pain score (Visual Analogue scale) and secondary outcome measures such as intensity of lancinating, dysesthesia, and burning on numerical rating scale, Global satisfaction score (GSS), Eastern Co-operative Oncology Group scoring (ECOG), and adverse effects were assessed. At the end of study there was significant decrease in pain score in group PG as compared to the other groups; group AT (P = .003), group GB (P = .042), and group PL (P = .024). Percentage of patients with lancinating pain and dysesthesia were significantly less in group PG as compared to groups GB and PL. All the patients in group PL needed rescue morphine. After 4 visits, maximum improvement in ECOG scoring and GSS scoring was observed in group PG patients. Our results suggested that all antineuropathic drugs are effective in relieving cancer-related neuropathic pain. There was statistically and clinically significant morphine sparing effect of pregabaline in relieving neuropathic cancer pain and neuropathic symptoms as compared to other antineuropathic drugs.",exclude
24056293,Antithrombin deficiency after prolonged asparaginase treatment in children with acute lymphoblastic leukemia.,"Children with acute lymphoblastic leukemia (ALL) have several risk factors for deep venous thromboses (DVTs) such as central venous catheters and asparaginase (ASP), related antithrombin (AT) deficiency. After introduction of a new standard and intermediate-risk ALL treatment protocol with prolonged continuous ASP treatment, two symptomatic DVTs in 10 patients were observed at the Children's Hospital, Helsinki, Finland. To prevent further thrombotic complications yet ensuring continuous exposure to ASP, an AT substitution strategy was adopted in Helsinki. The same ALL treatment protocol is used without AT substitution in the other Nordic countries. In this retrospective study, we describe the effect of prolonged ASP treatment on AT and fibrinogen levels in children without AT substitution in Stockholm, Sweden (n = 39) and the AT substitution in children with AT activity below 0.55 kIU/l in Helsinki (n = 36, intervention group). The intervention group is compared with children treated similarly earlier in Helsinki without AT substitution (n = 10). The median lowest AT activity during the ASP treatment without AT substitution was 0.55 kIU/l. Fibrinogen level of 1.0 g/l or less was found in 14% of all routine samples during the ASP treatment. In the intervention group, 23 (64%) received AT concentrate. Two (20%) children had symptomatic DVT before initiation of the AT substitution and two (6%) thereafter. We conclude that most children are exposed to low AT activity during ASP treatment predisposing to thrombosis. The effect of prophylactic AT substitution remains unclear.",exclude
30103252,Apixaban versus Dalteparin for the Treatment of Acute Venous Thromboembolism in Patients with Cancer: The Caravaggio Study.,"International and national guidelines recommend low-molecular-weight heparin for the treatment of venous thromboembolism (VTE) in patients with cancer. The aim of the Caravaggio study is to assess whether oral apixaban is non-inferior to subcutaneous dalteparin for the treatment of acute proximal deep vein thrombosis and/or pulmonary embolism in patients with cancer. The study is an investigator-initiated, multi-national, prospective, randomized, open-label with blind end-point evaluation (PROBE), non-inferiority clinical trial (NCT03045406). Consecutive patients are randomized to receive oral apixaban or subcutaneous dalteparin for 6 months. Apixaban is given at a dose of 10 mg twice daily for the first 7 days and then 5 mg twice daily; dalteparin is given at a dose of 200 IU/kg for the first month and then 150 IU/kg once daily. The primary outcome of the study is objectively confirmed recurrent VTE as assessed by a central independent adjudication committee unaware of study treatment allocation. The primary safety outcome is major bleeding defined according to the guidelines of the International Society of Thrombosis and Haemostasis. Assuming a 6-month incidence of the primary outcome of 7% with dalteparin and an upper limit of the two-sided 95% confidence interval of the hazard ratio below the pre-specified margin of 2.00, 1,168 patients will be randomized considering an up to 20% loss in total patient-years (<i>β</i> = 80%; <i>α</i> one-sided = 0.025). The Caravaggio study has the potential, along with other recently performed or on-going studies, to make less cumbersome the management of VTE in patients with cancer by replacing parenteral with oral anticoagulation.",exclude
22104410,An open trial of aripiprazole for the treatment of delirium in hospitalized cancer patients.,"OBJECTIVE: The purpose of this study was to examine the efficacy and safety of aripiprazole in the treatment of delirium in hospitalized cancer patients, and to examine differential responses based on delirium subtypes. METHOD: We conducted an analysis of 21 hospitalized cancer patients at Memorial Sloan-Kettering Cancer Center (MSKCC) who had been evaluated and treated for delirium with aripiprazole, using an MSKCC Institutional Review Board (IRB) approved Clinical Delirium Database. Measures used were the Memorial Delirium Assessment Scale (MDAS), the Karnofsky Scale of Performance Status (KPS), and side effect rating at baseline (T1), 2-3 days (T2), and 4-7 days (T3). All measurements were integrated into the routine clinical care of patients. Doses of aripiprazole were adjusted based on clinical response. RESULTS: Patients treated for delirium with aripiprazole experienced significant improvement and resolution of delirium, with MDAS scores declining from a mean of 18.0 at baseline (T1) to mean of 10.8 at T2 and a mean of 8.3 at T3. KPS scores improved from 28.1 at baseline (T1) to 35.2 at T2 and 41 at T3. Delirium resolved (based on MDAS < 10) in 52.4% of cases at T2 and in 76.2% at T3. The mean dosage of aripiprazole required was 18.3 mg (range of 5-30) daily at T3. In our cohort of patients with hypoactive delirium, we observed a delirium resolution rate of 100% compared to the cohort of patients with hyperactive delirium (58.3% rate of delirium resolution). MDAS scores improved from 15.6 at T1 to 5.7 at T3 in hypoactive delirium and from 19.9 at T1 to 10.2 at T3 in hyperactive delirium. In patients with pre-morbid cognitive deficits and the hyperactive subtype of delirium, we observed a more limited treatment response to aripiprazole treatment for delirium. There were no clinically significant side effects noted. SIGNIFICANCE OF RESULTS: Aripiprazole is effective and safe in the treatment of delirium in hospitalized cancer patients. These preliminary finding suggest that aripiprazole may be most effective in resolving delirium of the hypoactive subtype.",exclude
28105576,Effects of cognitive behavioral therapy for insomnia and armodafinil on quality of life in cancer survivors: a randomized placebo-controlled trial.,"PURPOSE: Cancer-related insomnia is associated with diminished quality of life (QOL), suggesting that improvement in insomnia may improve QOL in cancer survivors. Cognitive behavioral therapy for insomnia (CBT-I) has been shown to improve insomnia, but less is known regarding its effect on QOL and whether improvement in insomnia corresponds to improved QOL. The present analysis examines the effects of CBT-I, with and without armodafinil, on QOL both directly and indirectly through improvements of insomnia. METHODS: This is an analysis of 95 cancer survivors for a specified secondary aim of a four-arm randomized controlled trial assessing the combined and individual effects of CBT-I and armodafinil to improve insomnia. QOL and insomnia severity were assessed before, during the intervention, at post-intervention, and 3 months later by Functional Assessment of Cancer Therapy-General and Insomnia Severity Index, respectively. RESULTS: Mean change in QOL from pre- to post-intervention for CBT-I + placebo, CBT-I + armodafinil, armodafinil, and placebo was 9.6 (SE = 1.8; p < 0.0001), 11.6 (SE = 1.8; p < 0.0001), -0.2 (SE = 3.2; p = 0.964), and 3.3 (SE = 2.0; p = 0.124), respectively. ANCOVA controlling for pre-intervention scores showed that participants receiving CBT-I had significantly improved QOL at post-intervention compared to those not receiving CBT-I (p < 0.0001, effect size = 0.57), with benefits being maintained at the 3-month follow-up. Path analysis revealed that this improvement in QOL was due to improvement in insomnia severity (p = 0.002), and Pearson correlations showed that changes in QOL from pre- to post-intervention were significantly associated with concurrent changes in insomnia severity (r = -0.56; p < 0.0001). Armodafinil had no effect on QOL for those who did or did not receive it (p = 0.976; effect size = -0.004). CONCLUSION: In cancer survivors with insomnia, CBT-I resulted in clinically significant improvement in QOL via improvement in insomnia. This improvement in QOL remained stable even 3 months after completing CBT-I. IMPLICATIONS FOR CANCER SURVIVORS: Considering the high prevalence of insomnia and its detrimental impact on QOL in cancer survivors and the effectiveness of CBT-I in alleviating insomnia, it is important that evidence-based non-pharmacological sleep interventions such as CBT-I be provided as an integral part of cancer care.",exclude
26254585,Effect of glycopyrrolate versus atropine coadministered with neostigmine for reversal of rocuronium on postoperative catheter-related bladder discomfort in patients undergoing transurethral resection of bladder tumor: a prospective randomized study.,"BACKGROUND: Muscarinic receptors are involved in the mechanism of postoperative catheter-related bladder discomfort (CRBD). Glycopyrrolate and atropine as adjuncts to reversal of neuromuscular blockers have differential inhibitory effects on muscarinic receptors. This study was conducted to compare the effect of glycopyrrolate versus atropine on postoperative CRBD in patients undergoing transurethral resection of a bladder tumor (TURBT). METHODS: Seventy-four patients undergoing TURBT were randomly allocated to receive either glycopyrrolate 10 μg/kg (glycopyrrolate group, n = 37) or atropine 15 μg/kg (atropine group, n = 37) in combination with neostigmine 25 μg/kg at the end of surgery for reversal of neuromuscular blockade. The incidence and severity (mild/moderate/severe) of CRBD were assessed at 0, 1, 6, and 24 h postoperatively. Tramadol 50-100 mg was administered intravenously if the patients complained of moderate or severe CRBD. RESULTS: The incidence of CRBD was significantly lower in the glycopyrrolate group than in the atropine group at 0 h (65 % vs. 89 %, p = 0.025) and 1 h (54 % vs. 89 %, p = 0.002) postoperatively. The severity of postoperative CRBD was less severe in the glycopyrrolate group than in the atropine group at 0 h (p = 0.013) and 1 h (p = 0.006). Fewer patients required tramadol in the glycopyrrolate group than in the atropine group (3 % vs. 12 %, p = 0.024). CONCLUSIONS: Glycopyrrolate as an adjunct to reversal of neuromuscular blockers decreased the incidence of early postoperative CRBD and postoperative tramadol requirements in patients undergoing TURBT when compared to atropine.",exclude
11806626,"Comparative study of tropisetron with the addition of dexamethasone or alprazolam in breast cancer patients receiving adjuvant chemotherapy with CEF (cyclophosphamide, epirubicin and 5-fluorouracil).","We studied tropisetron (T) in patients with breast cancer receiving standard adjuvant chemotherapy with CEF (cyclophosphamide, epirubicin and 5-fluorouracil) over 3 consecutive cycles; T was administered alone or in combination with dexamethasone (D) or alprazolam (A). 50 women entered and during the 1st cycle patients received T i.v. before chemotherapy and the same dose orally on each of the following 3 days. In the 2nd cycle, T was administered together with D and during the 3rd cycle, T was combined with A and continued with T over the ensuing 3 days post-chemotherapy. Stress was present in 23 women and was evaluated for its impact on antiemetic response. Differences in the emetogenic response were found for nausea and vomiting mainly with the addition of A. The combination of T+A was superior to T and T+D in acute emesis (P<0.001). Concerning delayed emesis, differences were detected with both T+D and T+A (being equally effective) and superior to T alone (P<0.001). The emetogenic potential was decreased by the addition of A in comparison to T alone (P=0.001). Patients without stress had no difference, while patients with stress had a significantly better antiemetic result with the addition of D or A to T. In conclusion, T provides a satisfactory result in controlling nausea and emesis caused by moderately emetogenic CT regimens. Addition of D or A improves the antiemetic effect, and A provides better coverage in women with stress, a finding worth exploration in larger confirmatory studies.",exclude
22849762,A double-blind randomised controlled trial of a natural oil-based emulsion (Moogoo Udder Cream®) containing allantoin versus aqueous cream for managing radiation-induced skin reactions in patients with cancer.,"BACKGROUND: Radiation-induced skin reaction (RISR) is one of the most common and distressing side effects of radiotherapy in patients with cancer. It is featured with swelling, redness, itching, pain, breaks in skin, discomfort, and a burning sensation. There is a lack of convincing evidence supporting any single practice in the prevention or management of RISR. METHODS/DESIGNS: This double-blinded randomised controlled trial aims to investigate the effects of a natural oil-based emulsion containing allantoin (as known as Moogoo Udder Cream®) versus aqueous cream in reducing RISR, improving pain, itching and quality of life in this patient group. One group will receive Moogoo Udder Cream®. Another group will receive aqueous cream. Outcome measures will be collected using patient self-administered questionnaire, interviewer administered questionnaire and clinician assessment at commencement of radiotherapy, weekly during radiotherapy, and four weeks after the completion of radiotherapy. DISCUSSION: Despite advances of radiologic advances and supportive care, RISR are still not well managed. There is a lack of efficacious interventions in managing RISR. While anecdotal evidence suggests that Moogoo Udder Cream® may be effective in managing RISR, research is needed to substantiate this claim. This paper presents the design of a double blind randomised controlled trial that will evaluate the effects of Moogoo Udder Cream® versus aqueous cream for managing in RISR in patients with cancer. TRIAL REGISTRATION: ACTRN 12612000568819.",exclude
26894603,"Crystal structure and chemotherapeutic efficacy of the novel compound, gallium tetrachloride betaine, against breast cancer using nanotechnology.","The objective of this study was to investigate the antitumor efficacy of a novel synthesized compound, betaine gallium-tetrachloride (BTG), alone or combined with ZnO-nanoparticles (BTG + ZnO-NPs) on the incidence of 7, 12-dimethylbenz-anthrathene-induced mammary tumor in female rats. Crystal and molecular structure of the prepared BTG were identified using X-ray crystallography. In vitro study revealed BTG more cytotoxic than BTG + ZnO-NPs on human breast cancer (MCF-7) cell line. In vivo study demonstrated that the blood antioxidant status of tumor-bearing rats (DMBA group) was significantly lower than normal noticeable by a significant decrease in GSH content, GPx, SOD, and CAT activities associated with a significantly high MDA content. Both treatments have significantly elevated SOD and CAT activities with a concomitant decrease of MDA level compared to DMBA group. However, BTG + ZnO-NPs accentuated the decrease of GSH regarding DMBA group. The results showed also that both treatments significantly activate caspase-3 enzyme and apoptosis in mammary glands. Their administration to tumor-bearing rats was found to significantly reduce plasma iron and iron-binding capacity (TIBC) compared to DMBA group. Regarding liver function, both treatments significantly reduced the increase of ALT and AST activities compared to DMBA group. However, BTG + ZnO-NPs decreased albumin below normal level. Histopathological studies showed that normalization of tissue structures was higher in BTG than BTG + ZnO-NPs treatment. According to the results obtained, it is observed that the antitumor effect of BTG alone was as strong as BTG + ZnO-NPs and even more efficient in some aspects accordingly, a combination is not needed. Thus, the novel synthetic gallium derivatives may potentially present a new hope for the development of breast cancer therapeutics, which should attract further scientific and pharmaceutical interest.",exclude
25666502,Low Concentration of Caffeine Inhibits the Progression of the Hepatocellular Carcinoma via Akt Signaling Pathway.,"Accumulating evidences have reported that caffeine has anticancer effects at high blood concentrations. However, whether caffeine has anticancer effects on human hepatocellular carcinoma (HCC) cells at low concentration, especially at physiologically applicable concentration (< 412 μM) is still not well understood. In this study, HCC cell lines HepG2 and Huh7 were used. The cells were incubated with varying concentrations of caffeine (0, 50, 100, 200, 400 or 600 μM). MTT assay was used to investigate the proliferation ability in vitro. Migration and invasion abilities were determined by wound healing assay and transwell assay. The molecular changes were detected by western blot. An ectopic nude mice model which the mice were gavaged with caffeine was used to reveal the anticancer effects of caffeine on HepG2 cells in vivo. Results showed that caffeine could inhibit the proliferation, migration and invasion significantly at physiologically applicable concentration in vitro. Also the associated molecular changes of cancer progression were observed. In animal experiment, the mice gavaged with caffeine also performanced reduced tumor burden in vivo. Moreover, the interrelated protein expression was also observed in vivo which was coincident with the results in vitro. All in all, this observation indicated that caffeine may suppress the progression of HCC through Akt signaling pathway. This makes caffeine a potential candidate for treating HCC which will be a safer and more effective treatment by giving for a long time at physiologically applicable concentration.",include
21546875,Bethanechol chloride for the prevention of bladder dysfunction after radical hysterectomy in gynecologic cancer patients: a randomized controlled trial study.,"BACKGROUND: Bethanechol chloride is considered as a treatment in patients with high postvoid residual urine (PVR). It enhances detrusor muscle contraction, resulting in higher maximum flow rate, higher detrusor pressure at maximum flow, and lower PVR. The efficacy of this agent in patients after radical hysterectomy is unclear. We aim to evaluate the efficacy of bethanechol chloride compared with placebo for the prevention of bladder dysfunction after type III radical hysterectomy. METHODS: Gynecologic cancer patients who underwent type III radical hysterectomy were randomized by computer-generated schedule to assign patients in a 1:1 ratio into 2 groups. The treatment group received bethanechol chloride (Ucholine 20 mg 3 times a day on the third to seventh postoperative day), and the control group received placebo. Patients and physicians were masked to treatment allocation. The primary end point was the rate of urethral catheter removal at 1 week postoperatively. If PVR was more than 30% of voided volume, the urethral catheter was reinserted, and medication would be continued but not for more than 1 month. This study was registered as ISRCTN92687416. FINDINGS: There were 31 patients in each group without significant difference in baseline characteristics. Twenty-one patients (67.7%) in the treatment group and 12 patients (38.7%) in the control group had the urethral catheter removed at 1 week postoperatively (P = 0.04). Median duration of urethral catheterization was shorter in the treatment group (7 and 14 days, P = 0.03). However, the PVR and the incidence of urinary tract infection at 1 month postoperatively were not significantly different. Nine patients (29%) in the treatment group had adverse events such as nausea, abdominal distension, and abdominal cramping, which was higher than the control group (1 patient, 3.2%; P = 0.01). However, no patients required any medical treatments. CONCLUSIONS: Bethanechol chloride decreases the duration of urethral catheterization in patients who underwent type III radical hysterectomy with manageable adverse events.",exclude
23382637,Pilot study on efficacy of reduced cathartic bowel preparation with polyethylene glycol and bisacodyl.,"AIM: To evaluate the efficacy of reduced cathartic bowel preparation with 2 L polyethylene glycol (PEG)-4000 electrolyte solution and 10 mg bisacodyl enteric-coated tablets for computed tomographic colonography (CTC). METHODS: Sixty subjects who gave informed consent were randomly assigned to study group A, study group B or the control group. On the day prior to CTC, subjects in study group A were given 20 mL 40% wt/vol barium sulfate suspension before 3 mealtimes, 60 mL 60% diatrizoate meglumine diluted in 250 mL water after supper, and 10 mg bisacodyl enteric-coated tablets 1 h before oral administration of 2 L PEG-4000 electrolyte solution. Subjects in study group B were treated identically to those in study group A, with the exception of bisacodyl which was given 1 h after oral PEG-4000. Subjects in the control group were managed using the same strategy as the subjects in study group A, but without administration of bisacodyl. Residual stool and fluid scores, the attenuation value of residual fluid, and discomfort during bowel preparation in the three groups were analyzed statistically. RESULTS: The mean scores for residual stool and fluid in study group A were lower than those in study group B, but the differences were not statistically significant. Subjects in study group A showed greater stool and fluid cleansing ability than the subjects in study group B. The mean scores for residual stool and fluid in study groups A and B were lower than those in the control group, and were significantly different. There was no significant difference in the mean attenuation value of residual fluid between study group A, study group B and the control group. The total discomfort index during bowel preparation was 46, 45 and 45 in the three groups, respectively, with no significant difference. CONCLUSION: Administration of 10 mg bisacodyl enteric-coated tablets prior to or after oral administration of 2 L PEG-4000 electrolyte solution enhances stool and fluid cleansing ability, and has no impact on the attenuation value of residual fluid or the discomfort index. The former is an excellent alternative for CTC colorectum cleansing.",exclude
